INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
38209008	2	9	8	33	4435	8075	ZhenYuan3_10	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G33%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38209009	2	9	9	37	0	12510	ZhenYuan3_10	真元·外功罡猛	装备原有#G外功攻击#W效果提升#G37%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功攻击属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210001	2	10	1	5	30	20	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G5%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210002	2	10	2	9	150	50	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G9%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210003	2	10	3	13	390	200	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G13%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210004	2	10	4	17	790	590	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G17%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210005	2	10	5	21	1370	1380	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G21%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210006	2	10	6	25	2155	2750	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G25%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210007	2	10	7	29	3170	4905	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G29%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210008	2	10	8	33	4435	8075	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G33%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38210009	2	10	9	37	0	12510	ZhenYuan3_15	真元·千转柔筋	装备原有#G内功防御#W效果提升#G37%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有内功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211001	2	11	1	5	30	20	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G5%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211002	2	11	2	9	150	50	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G9%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211003	2	11	3	13	390	200	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G13%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211004	2	11	4	17	790	590	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G17%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211005	2	11	5	21	1370	1380	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G21%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211006	2	11	6	25	2155	2750	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G25%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211007	2	11	7	29	3170	4905	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G29%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211008	2	11	8	33	4435	8075	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G33%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38211009	2	11	9	37	0	12510	ZhenYuan4_4	真元·百炼铁骨	装备原有#G外功防御#W效果提升#G37%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有外功防御属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212001	2	12	1	5	30	20	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G5%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212002	2	12	2	9	150	50	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G9%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212003	2	12	3	13	390	200	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G13%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212004	2	12	4	17	790	590	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G17%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212005	2	12	5	21	1370	1380	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G21%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212006	2	12	6	25	2155	2750	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G25%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212007	2	12	7	29	3170	4905	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G29%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212008	2	12	8	33	4435	8075	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G33%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38212009	2	12	9	37	0	12510	ZhenYuan4_9	真元·百步穿杨	装备原有#G命中#W效果提升#G37%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有命中属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213001	2	13	1	5	30	20	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G5%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213002	2	13	2	9	150	50	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G9%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213003	2	13	3	13	390	200	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G13%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213004	2	13	4	17	790	590	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G17%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213005	2	13	5	21	1370	1380	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G21%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213006	2	13	6	25	2155	2750	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G25%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
38213007	2	13	7	29	3170	4905	ZhenYuan4_14	真元·滑不沾衣	装备原有#G闪避#W效果提升#G29%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有闪避属性的装备上能发挥更大效果#r#G（真元放入真元盘眼内方可生效）
